DT_REFER,RCT/CP,RCT/PT
2017Q1,0.9262613713596842,0.48085965130779057
2017Q2,0.8289630582147126,0.4532421004850038
2017Q3,0.7935639142352632,0.44245086998955463
2017Q4,0.7960461973169354,0.44322144859421053
2018Q1,0.7546186345109615,0.4300755843284914
2018Q2,0.6925596271058055,0.4091788649656312
2018Q3,0.5747848042977743,0.36499260262679606
2018Q4,0.6144557795550426,0.38059622774207647
2019Q1,0.8485883458471095,0.4590466816224824
2019Q2,0.7500910555197785,0.42860115943910176
2019Q3,0.7879437796614733,0.44069829746585293
2019Q4,0.7987362415297771,0.4440541214928061
2020Q1,0.7487474795190516,0.42816214936016694
2020Q2,0.7433292567838397,0.42638489194815776
2020Q4,0.7967853677379447,0.44345049889907234
2021Q1,0.7523707976543433,0.4293445192429811
2021Q2,0.8447437647266758,0.45791929528588826
2021Q3,0.7847120534601012,0.4396855234651129
