DT_REFER,ROA,ROE
2017Q1,,
2017Q2,0.033331656040002704,0.0601670618293995
2017Q3,0.053058299907996646,0.0966882774729686
2017Q4,0.056772000496528655,0.11291731741045405
2018Q1,0.018551134884708158,0.0318372908076615
2018Q2,0.039592042423640124,0.06834535753745938
2018Q3,0.05626951500817441,0.09882460772086425
2018Q4,0.08350751201230264,0.1437144228836012
2019Q1,0.020203432508701206,0.032521536783138565
2019Q2,0.0471937191306347,0.07449495032246951
2019Q3,0.0885133225294465,0.12957877871861356
2019Q4,0.1120719685833879,0.18872394829996686
2020Q1,0.017760125167203253,0.028342831313996782
2020Q2,0.027714986998325353,0.038173334198334886
2020Q3,0.053608856096422776,0.0708514637160334
2020Q4,0.06965471508007025,0.059795085701578286
2021Q1,0.021501746295191707,-0.019088029108737796
2021Q2,0.03908104349070122,0.05321282844244034
2021Q3,0.05347981362251902,0.036315849335824046
2021Q4,0.07422915737462152,0.08897483391419388
